1;6 Kolekcija Igra;19;11 loncena skodelica bez pisana;30;10;vezuv;bela
2;6 Kolekcija Igra;16;12 loncena skodelica bez temna poslikava;30;10;vezuv;bela
3;6 Kolekcija Igra;21;13 loncena skodelica bez temna poslikava kriv rob;30;10;vezuv;bela
4;6 Kolekcija Igra;13;14 loncen kroznik crn rob rocno;30;10;vezuv;bela
