1;4 Kolekcija Adam in Eva;19;11 loncena skodelica rjava s prelivnim robom;30;10;vezuv;bela
2;4 Kolekcija Adam in Eva;16;12 loncena skodelica rjava z vzorcem;30;10;vezuv;bela
3;4 Kolekcija Adam in Eva;21;13 loncena skodelica rjava bela z vzorcem;30;10;vezuv;bela
4;4 Kolekcija Adam in Eva;13;14 loncena skodelica temno rjava z vzorcem;30;10;vezuv;bela
5;4 Kolekcija Adam in Eva;19;15 loncena skodelica temno rjava;30;10;vezuv;bela
6;4 Kolekcija Adam in Eva;16;16 loncena skodelica rjava bela z vzorcem kavelj;30;10;vezuv;bela
